education,hours-per-week,sex,age,race,workclass,Major_Group,Age_Group
HS-grad,20,Female,18,White,Private,Other,18–25
HS-grad,40,Male,53,White,Private,Other,46–55
Some-college,20,Male,74,White,Private,Business,66+
Bachelors,48,Male,39,Asian-Pac-Islander,Private,Health,36–45
HS-grad,42,Male,49,White,Private,Other,46–55
Less than HS,35,Male,21,White,Private,Other,18–25
HS-grad,50,Male,39,White,Private,Other,36–45
Assoc-voc,25,Male,49,White,Private,Industrial Arts & Consumer Services,46–55
Bachelors,44,Male,47,White,Private,Business,46–55
HS-grad,40,Male,46,White,Self-emp-not-inc,Other,46–55
Assoc-voc,32,Male,29,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services,26–35
HS-grad,16,Female,61,White,Self-emp-not-inc,Other,56–65
Some-college,38,Female,48,White,Private,Business,46–55
Less than HS,40,Male,44,White,Private,Other,36–45
Bachelors,60,Male,37,White,Self-emp-inc,Engineering,36–45
Some-college,50,Male,45,White,Private,Business,36–45
Bachelors,45,Male,51,White,Self-emp-not-inc,Health,46–55
Bachelors,50,Female,33,White,Local-gov,Business,26–35
Bachelors,8,Female,55,White,Self-emp-not-inc,Health,46–55
Some-college,60,Female,25,White,Private,Other,18–25
HS-grad,40,Male,26,Asian-Pac-Islander,Private,Other,26–35
HS-grad,40,Male,54,White,Private,Other,46–55
HS-grad,33,Female,38,White,Private,Other,36–45
Masters,20,Female,39,White,Local-gov,Health,36–45
Some-college,40,Male,20,White,State-gov,Health,18–25
HS-grad,40,Female,30,White,Private,Other,26–35
HS-grad,45,Male,29,Other,Federal-gov,Other,26–35
HS-grad,40,Female,42,White,Private,Other,36–45
Assoc-acdm,40,Male,24,White,Private,Industrial Arts & Consumer Services,18–25
HS-grad,50,Male,36,White,Private,Other,36–45
Masters,50,Male,60,Asian-Pac-Islander,Private,Other,56–65
HS-grad,44,Male,42,White,Private,Other,36–45
Less than HS,45,Male,42,White,Private,Other,36–45
HS-grad,40,Female,46,White,Private,Other,46–55
Masters,44,Female,52,White,State-gov,Other,46–55
Some-college,35,Female,43,Black,Private,Business,36–45
Bachelors,40,Female,43,White,State-gov,Health,36–45
Less than HS,40,Male,27,White,Private,Other,26–35
Masters,60,Male,52,White,Local-gov,Other,46–55
Some-college,50,Male,31,White,Private,Other,26–35
Less than HS,40,Female,44,Black,Private,Other,36–45
Some-college,40,Female,27,White,Private,Health,26–35
Some-college,40,Male,50,White,Private,Business,46–55
Some-college,40,Female,23,White,Private,Engineering,18–25
Some-college,30,Female,22,Black,Private,Business,18–25
Some-college,40,Female,36,White,State-gov,Business,36–45
Bachelors,40,Female,24,White,Private,Engineering,18–25
Some-college,40,Male,59,White,Private,Business,56–65
Assoc-voc,50,Male,39,White,Private,Industrial Arts & Consumer Services,36–45
Bachelors,40,Male,23,White,Private,Business,18–25
Bachelors,42,Female,37,White,Private,Health,36–45
Assoc-acdm,38,Female,25,Black,Local-gov,Industrial Arts & Consumer Services,18–25
HS-grad,45,Female,40,White,Private,Other,36–45
Bachelors,60,Male,38,Asian-Pac-Islander,State-gov,Health,36–45
HS-grad,35,Male,31,White,Private,Other,26–35
Doctorate,40,Female,28,White,Local-gov,Other,26–35
HS-grad,25,Male,24,Black,Private,Other,18–25
Assoc-acdm,50,Male,46,White,Local-gov,Industrial Arts & Consumer Services,46–55
HS-grad,40,Female,29,Asian-Pac-Islander,Private,Other,26–35
Prof-school,50,Male,38,White,Federal-gov,Law & Public Policy,36–45
Some-college,40,Female,53,Black,Private,Business,46–55
HS-grad,40,Female,33,White,Private,Other,26–35
HS-grad,48,Male,44,White,Private,Other,36–45
Bachelors,45,Male,46,White,Private,Health,46–55
Bachelors,40,Male,30,White,Private,Business,26–35
Some-college,40,Male,24,White,Private,Business,18–25
HS-grad,40,Female,29,White,Private,Other,26–35
Some-college,70,Male,62,White,Self-emp-not-inc,Business,56–65
HS-grad,45,Male,25,White,Private,Other,18–25
Some-college,40,Male,45,White,Private,Other,36–45
Some-college,40,Male,21,White,Private,Engineering,18–25
Some-college,40,Male,64,White,Federal-gov,Other,56–65
Bachelors,40,Male,39,White,Private,Engineering,36–45
HS-grad,40,Male,60,White,Private,Other,56–65
HS-grad,40,Male,35,White,Private,Other,26–35
Bachelors,40,Male,27,White,Private,Engineering,26–35
HS-grad,40,Male,41,White,Private,Other,36–45
Masters,50,Male,32,White,State-gov,Health,26–35
HS-grad,40,Male,24,White,Private,Other,18–25
Bachelors,40,Male,32,White,Private,Engineering,26–35
Some-college,45,Male,42,White,Local-gov,Business,36–45
Masters,27,Female,58,White,Private,Other,56–65
Masters,50,Male,23,Asian-Pac-Islander,Private,Health,18–25
HS-grad,40,Male,31,Amer-Indian-Eskimo,Federal-gov,Other,26–35
Bachelors,16,Female,37,White,Private,Health,36–45
HS-grad,38,Male,19,White,Private,Other,18–25
Bachelors,20,Female,27,White,Self-emp-not-inc,Health,26–35
Less than HS,58,Male,61,White,Self-emp-not-inc,Other,56–65
Bachelors,45,Male,39,White,Private,Health,36–45
Bachelors,40,Male,25,Black,Private,Other,18–25
Some-college,40,Male,58,White,Private,Business,56–65
Some-college,50,Male,27,Other,Self-emp-not-inc,Other,26–35
Less than HS,52,Male,51,Black,Private,Other,46–55
Masters,40,Male,43,White,Local-gov,Health,36–45
HS-grad,40,Female,46,White,Private,Other,46–55
HS-grad,40,Male,50,White,Local-gov,Other,46–55
HS-grad,15,Male,20,White,Private,Other,18–25
Bachelors,32,Female,35,White,Private,Health,26–35
Less than HS,40,Male,57,White,Private,Other,56–65
Prof-school,40,Female,40,Asian-Pac-Islander,Private,Law & Public Policy,36–45
Less than HS,35,Male,42,White,Local-gov,Other,36–45
Less than HS,40,Male,67,White,Self-emp-inc,Other,66+
Bachelors,44,Male,47,White,Private,Other,46–55
HS-grad,50,Male,30,White,Private,Other,26–35
Less than HS,15,Female,26,White,Private,Other,26–35
HS-grad,40,Male,51,White,Private,Other,46–55
Some-college,45,Female,38,Black,Private,Other,36–45
HS-grad,35,Male,24,White,Private,Other,18–25
HS-grad,50,Female,48,White,Self-emp-not-inc,Other,46–55
Bachelors,40,Male,70,White,Private,Other,66+
HS-grad,40,Male,35,White,Private,Other,26–35
Some-college,45,Male,26,White,Private,Engineering,26–35
HS-grad,3,Male,64,White,Private,Other,56–65
HS-grad,35,Female,26,White,Private,Other,26–35
HS-grad,30,Male,39,White,Self-emp-not-inc,Other,36–45
Some-college,36,Female,55,White,Private,Business,46–55
HS-grad,40,Male,33,White,Self-emp-not-inc,Other,26–35
Bachelors,55,Male,31,White,Private,Business,26–35
HS-grad,20,Male,28,White,Local-gov,Other,26–35
Masters,30,Male,50,White,Private,Other,46–55
Bachelors,55,Female,26,White,Local-gov,Health,26–35
Assoc-acdm,40,Female,44,Black,Federal-gov,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,51,White,Private,Other,46–55
HS-grad,50,Male,34,White,Private,Other,26–35
Bachelors,39,Male,37,White,Private,Health,36–45
Prof-school,50,Male,29,White,Private,Law & Public Policy,26–35
Bachelors,40,Male,24,Black,Private,Health,18–25
Assoc-voc,40,Female,27,White,Private,Industrial Arts & Consumer Services,26–35
Some-college,45,Male,44,White,Private,Engineering,36–45
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,55,Male,54,White,Private,Other,46–55
Some-college,50,Female,47,White,Private,Business,46–55
HS-grad,30,Male,30,White,Private,Other,26–35
Some-college,40,Female,35,White,Private,Business,26–35
Some-college,40,Male,39,Black,Federal-gov,Business,36–45
Assoc-acdm,40,Female,42,Black,Private,Industrial Arts & Consumer Services,36–45
Bachelors,50,Male,70,White,Self-emp-inc,Business,66+
Prof-school,40,Male,41,Asian-Pac-Islander,Private,Law & Public Policy,36–45
HS-grad,38,Female,36,White,Private,Other,36–45
Masters,42,Male,44,White,Private,Health,36–45
Some-college,17,Female,20,White,Private,Other,18–25
Less than HS,40,Male,29,White,Private,Other,26–35
HS-grad,40,Female,27,White,Private,Other,26–35
Masters,40,Male,30,Asian-Pac-Islander,Private,Health,26–35
Some-college,60,Male,59,White,Self-emp-not-inc,Other,56–65
Bachelors,25,Female,31,White,Private,Other,26–35
HS-grad,40,Male,21,White,Private,Other,18–25
Some-college,37,Male,26,Asian-Pac-Islander,Private,Engineering,26–35
HS-grad,45,Male,57,White,Self-emp-inc,Other,56–65
Some-college,20,Male,59,White,Self-emp-not-inc,Engineering,56–65
Some-college,55,Male,25,White,Private,Other,18–25
Masters,45,Male,39,White,Private,Health,36–45
Masters,40,Male,53,White,Private,Health,46–55
HS-grad,40,Female,32,White,State-gov,Other,26–35
Less than HS,40,Male,38,White,Private,Other,36–45
Assoc-voc,35,Female,21,Black,Private,Industrial Arts & Consumer Services,18–25
Less than HS,30,Male,17,White,Private,Other,NA
Less than HS,40,Female,44,Black,Private,Other,36–45
Some-college,20,Male,23,White,Private,Other,18–25
Some-college,40,Female,57,White,Private,Engineering,56–65
Less than HS,40,Male,30,White,State-gov,Other,26–35
HS-grad,55,Male,51,White,Self-emp-not-inc,Other,46–55
HS-grad,35,Male,54,White,Self-emp-not-inc,Other,46–55
Some-college,40,Female,44,White,Private,Business,36–45
Some-college,16,Male,60,White,Private,Business,56–65
Bachelors,42,Male,28,White,Private,Business,26–35
HS-grad,50,Male,39,White,Private,Other,36–45
Masters,40,Male,55,White,Private,Health,46–55
Masters,50,Female,36,White,Private,Health,36–45
Masters,45,Female,55,White,Local-gov,Health,46–55
HS-grad,55,Male,33,White,Private,Other,26–35
HS-grad,40,Female,30,White,Private,Other,26–35
Bachelors,20,Male,40,White,Local-gov,Health,36–45
Masters,50,Male,30,White,Private,Other,26–35
Some-college,30,Male,40,White,Private,Engineering,36–45
HS-grad,50,Female,24,White,Private,Other,18–25
Less than HS,20,Male,18,White,Private,Other,18–25
HS-grad,25,Female,18,White,Private,Other,18–25
HS-grad,45,Male,49,White,Private,Other,46–55
HS-grad,50,Male,42,White,Private,Other,36–45
HS-grad,40,Male,28,White,Local-gov,Other,26–35
Assoc-acdm,40,Male,32,White,Private,Industrial Arts & Consumer Services,26–35
Some-college,50,Female,48,White,Self-emp-not-inc,Business,46–55
Less than HS,32,Female,24,White,Private,Other,18–25
HS-grad,25,Female,73,White,Self-emp-not-inc,Other,66+
Some-college,60,Male,23,White,Private,Other,18–25
Some-college,40,Female,19,White,Private,Other,18–25
HS-grad,35,Male,27,White,Private,Other,26–35
Less than HS,40,Male,27,White,Private,Other,26–35
Prof-school,50,Male,41,White,Self-emp-not-inc,Law & Public Policy,36–45
HS-grad,20,Male,31,White,Private,Other,26–35
HS-grad,40,Male,64,White,Self-emp-inc,Other,56–65
Less than HS,10,Male,45,White,Private,Other,36–45
HS-grad,35,Female,47,White,Private,Other,46–55
HS-grad,35,Male,22,White,Private,Other,18–25
Bachelors,40,Female,24,Black,Private,Other,18–25
HS-grad,20,Male,69,White,State-gov,Other,66+
Assoc-voc,40,Male,40,White,Self-emp-not-inc,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,45,White,Private,Other,36–45
Assoc-acdm,45,Male,47,White,Self-emp-not-inc,Industrial Arts & Consumer Services,46–55
HS-grad,40,Female,31,White,Private,Other,26–35
Assoc-acdm,42,Female,48,White,Private,Industrial Arts & Consumer Services,46–55
Bachelors,35,Female,41,Black,Private,Health,36–45
Bachelors,40,Male,34,White,Private,Business,26–35
Some-college,40,Male,48,White,Private,Health,46–55
Assoc-voc,36,Female,28,White,Local-gov,Industrial Arts & Consumer Services,26–35
Assoc-acdm,40,Female,20,White,Private,Industrial Arts & Consumer Services,18–25
Bachelors,40,Male,39,Asian-Pac-Islander,Private,Business,36–45
Some-college,40,Female,40,Black,Federal-gov,Business,36–45
Less than HS,45,Male,28,White,Private,Other,26–35
Some-college,25,Female,20,White,Private,Business,18–25
Bachelors,40,Male,41,Black,Private,Health,36–45
Some-college,50,Male,49,White,Self-emp-inc,Business,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,40,Male,35,White,State-gov,Other,26–35
Some-college,40,Male,22,White,Private,Business,18–25
Bachelors,30,Female,23,White,Private,Other,18–25
HS-grad,40,Female,23,White,Private,Other,18–25
Assoc-voc,80,Male,42,White,Self-emp-not-inc,Industrial Arts & Consumer Services,36–45
Some-college,64,Male,34,White,Private,Health,26–35
Assoc-voc,40,Male,32,Black,Federal-gov,Industrial Arts & Consumer Services,26–35
HS-grad,54,Male,54,White,Private,Other,46–55
Bachelors,40,Female,48,Asian-Pac-Islander,Private,Business,46–55
Bachelors,40,Male,38,White,Private,Health,36–45
Bachelors,40,Female,48,White,State-gov,Business,46–55
Less than HS,40,Male,22,White,Private,Other,18–25
Bachelors,50,Male,42,White,Private,Engineering,36–45
Doctorate,40,Male,31,Asian-Pac-Islander,Private,Other,26–35
HS-grad,50,Female,27,White,Private,Other,26–35
Masters,32,Male,57,White,Private,Health,56–65
Assoc-voc,42,Female,46,White,State-gov,Industrial Arts & Consumer Services,46–55
Assoc-voc,40,Male,44,White,Federal-gov,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,42,White,Local-gov,Business,36–45
Bachelors,40,Male,24,White,Private,Business,18–25
Less than HS,40,Male,38,White,Private,Other,36–45
Bachelors,52,Male,29,White,Private,Business,26–35
HS-grad,55,Male,38,White,Private,Other,36–45
Some-college,40,Female,33,White,Private,Business,26–35
HS-grad,4,Female,61,White,Private,Other,56–65
Assoc-voc,40,Male,49,White,Local-gov,Industrial Arts & Consumer Services,46–55
Assoc-acdm,40,Male,51,White,Self-emp-not-inc,Industrial Arts & Consumer Services,46–55
HS-grad,35,Female,42,Black,Private,Other,36–45
HS-grad,40,Male,21,White,Private,Other,18–25
Some-college,50,Male,54,White,Private,Other,46–55
Some-college,30,Female,23,White,Private,Business,18–25
Less than HS,40,Male,52,White,Private,Other,46–55
Masters,40,Female,28,White,Local-gov,Health,26–35
Some-college,40,Male,23,White,Private,Other,18–25
HS-grad,80,Male,43,White,Private,Other,36–45
Some-college,50,Male,45,White,Private,Engineering,36–45
Less than HS,42,Male,51,White,Self-emp-not-inc,Other,46–55
Some-college,40,Female,23,Asian-Pac-Islander,Private,Business,18–25
Bachelors,30,Male,73,White,Self-emp-not-inc,Other,66+
Less than HS,55,Female,47,White,Self-emp-not-inc,Other,46–55
Assoc-voc,40,Female,26,Black,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,40,White,Private,Other,36–45
Bachelors,47,Male,32,White,Self-emp-not-inc,Business,26–35
Less than HS,40,Female,39,Black,Private,Other,36–45
Bachelors,40,Female,33,White,Federal-gov,Health,26–35
HS-grad,35,Male,35,White,Private,Other,26–35
HS-grad,40,Male,42,White,Private,Other,36–45
Some-college,44,Male,46,White,Private,Engineering,46–55
HS-grad,40,Male,33,White,Private,Other,26–35
Less than HS,20,Male,47,White,Private,Other,46–55
Bachelors,40,Male,33,White,Private,Business,26–35
HS-grad,40,Female,26,White,Private,Other,26–35
Some-college,40,Female,42,Black,State-gov,Business,36–45
Bachelors,50,Male,28,White,Private,Health,26–35
Less than HS,20,Female,18,White,Private,Other,18–25
Some-college,45,Male,33,White,Self-emp-not-inc,Business,26–35
Bachelors,44,Female,36,White,Private,Health,36–45
HS-grad,48,Male,33,White,Private,Other,26–35
HS-grad,40,Female,40,White,Private,Other,36–45
Doctorate,40,Male,57,White,Self-emp-not-inc,Other,56–65
HS-grad,45,Male,40,White,Private,Other,36–45
HS-grad,50,Male,36,White,Private,Other,36–45
Bachelors,40,Female,45,Black,Private,Business,36–45
Bachelors,50,Male,52,White,Private,Business,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,40,Female,30,White,Private,Other,26–35
Doctorate,45,Female,46,White,Self-emp-not-inc,Other,46–55
HS-grad,40,Female,36,Black,Private,Other,36–45
HS-grad,50,Female,48,White,Private,Other,46–55
Assoc-voc,40,Female,36,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,48,White,Private,Other,46–55
Some-college,9,Female,21,White,Private,Engineering,18–25
HS-grad,40,Female,18,White,Private,Other,18–25
Bachelors,50,Female,38,White,Private,Health,36–45
Bachelors,55,Male,36,White,State-gov,Business,36–45
HS-grad,40,Female,38,White,Private,Other,36–45
Prof-school,55,Male,55,White,Self-emp-not-inc,Law & Public Policy,46–55
HS-grad,45,Male,27,White,Private,Other,26–35
Assoc-acdm,40,Male,22,White,State-gov,Industrial Arts & Consumer Services,18–25
Some-college,40,Male,29,White,Private,Other,26–35
Some-college,40,Female,40,White,Private,Business,36–45
Some-college,20,Female,21,White,Private,Business,18–25
HS-grad,40,Female,49,White,Private,Other,46–55
Bachelors,50,Female,29,White,Private,Health,26–35
Bachelors,50,Male,28,White,Private,Business,26–35
HS-grad,40,Male,26,White,Private,Other,26–35
HS-grad,41,Female,33,White,Private,Other,26–35
Masters,40,Male,59,White,Private,Other,56–65
Assoc-voc,40,Male,37,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,27,White,Private,Engineering,26–35
Masters,40,Male,39,Asian-Pac-Islander,Private,Health,36–45
Masters,80,Female,49,White,Local-gov,Health,46–55
HS-grad,40,Female,30,Asian-Pac-Islander,Private,Other,26–35
Less than HS,40,Female,28,Black,Private,Other,26–35
Bachelors,40,Male,25,White,State-gov,Business,18–25
Less than HS,40,Male,18,White,Private,Other,18–25
